,County,Year,County_Population,Date,Metro,State,Month,Rent,Med_Monthly_Income
4993,"Cass County, Missouri",2013,100641,2013/2/1,"Kansas City, Missouri",Missouri,2,927.4,5345.333333
4994,"Cass County, Missouri",2013,100641,2013/1/1,"Kansas City, Missouri",Missouri,1,915.6,5345.333333
4995,"Cass County, Missouri",2013,100641,2013/12/1,"Kansas City, Missouri",Missouri,12,893.2,5345.333333
4996,"Cass County, Missouri",2013,100641,2013/4/1,"Kansas City, Missouri",Missouri,4,938.8,5345.333333
4997,"Cass County, Missouri",2013,100641,2013/8/1,"Kansas City, Missouri",Missouri,8,887.8,5345.333333
4998,"Cass County, Missouri",2013,100641,2013/6/1,"Kansas City, Missouri",Missouri,6,926.2,5345.333333
4999,"Cass County, Missouri",2013,100641,2013/9/1,"Kansas City, Missouri",Missouri,9,880.4,5345.333333
5000,"Cass County, Missouri",2013,100641,2013/11/1,"Kansas City, Missouri",Missouri,11,887,5345.333333
5001,"Cass County, Missouri",2013,100641,2013/5/1,"Kansas City, Missouri",Missouri,5,937.8,5345.333333
5002,"Cass County, Missouri",2013,100641,2013/7/1,"Kansas City, Missouri",Missouri,7,906.4,5345.333333
5003,"Cass County, Missouri",2013,100641,2013/3/1,"Kansas City, Missouri",Missouri,3,934.6,5345.333333
5004,"Cass County, Missouri",2013,100641,2013/10/1,"Kansas City, Missouri",Missouri,10,881.2,5345.333333
5005,"Cass County, Missouri",2014,100889,2014/7/1,"Kansas City, Missouri",Missouri,7,976.8,5070.75
5006,"Cass County, Missouri",2014,100889,2014/1/1,"Kansas City, Missouri",Missouri,1,899,5070.75
5007,"Cass County, Missouri",2014,100889,2014/9/1,"Kansas City, Missouri",Missouri,9,1024.2,5070.75
5008,"Cass County, Missouri",2014,100889,2014/10/1,"Kansas City, Missouri",Missouri,10,1046.8,5070.75
5009,"Cass County, Missouri",2014,100889,2014/5/1,"Kansas City, Missouri",Missouri,5,952.4,5070.75
5010,"Cass County, Missouri",2014,100889,2014/3/1,"Kansas City, Missouri",Missouri,3,916.8,5070.75
5011,"Cass County, Missouri",2014,100889,2014/12/1,"Kansas City, Missouri",Missouri,12,1048.8,5070.75
5012,"Cass County, Missouri",2014,100889,2014/11/1,"Kansas City, Missouri",Missouri,11,1053.4,5070.75
5013,"Cass County, Missouri",2014,100889,2014/6/1,"Kansas City, Missouri",Missouri,6,966.2,5070.75
5014,"Cass County, Missouri",2014,100889,2014/2/1,"Kansas City, Missouri",Missouri,2,907.4,5070.75
5015,"Cass County, Missouri",2014,100889,2014/4/1,"Kansas City, Missouri",Missouri,4,934.4,5070.75
5016,"Cass County, Missouri",2014,100889,2014/8/1,"Kansas City, Missouri",Missouri,8,998,5070.75
5017,"Cass County, Missouri",2015,101603,2015/7/1,"Kansas City, Missouri",Missouri,7,1110.4,5213.416667
5018,"Cass County, Missouri",2015,101603,2015/3/1,"Kansas City, Missouri",Missouri,3,1049.6,5213.416667
5019,"Cass County, Missouri",2015,101603,2015/2/1,"Kansas City, Missouri",Missouri,2,1041.8,5213.416667
5020,"Cass County, Missouri",2015,101603,2015/10/1,"Kansas City, Missouri",Missouri,10,1096.2,5213.416667
5021,"Cass County, Missouri",2015,101603,2015/4/1,"Kansas City, Missouri",Missouri,4,1063.4,5213.416667
5022,"Cass County, Missouri",2015,101603,2015/1/1,"Kansas City, Missouri",Missouri,1,1043.2,5213.416667
5023,"Cass County, Missouri",2015,101603,2015/5/1,"Kansas City, Missouri",Missouri,5,1081,5213.416667
5024,"Cass County, Missouri",2015,101603,2015/11/1,"Kansas City, Missouri",Missouri,11,1097.6,5213.416667
5025,"Cass County, Missouri",2015,101603,2015/6/1,"Kansas City, Missouri",Missouri,6,1099,5213.416667
5026,"Cass County, Missouri",2015,101603,2015/8/1,"Kansas City, Missouri",Missouri,8,1112,5213.416667
5027,"Cass County, Missouri",2015,101603,2015/9/1,"Kansas City, Missouri",Missouri,9,1104,5213.416667
5028,"Cass County, Missouri",2015,101603,2015/12/1,"Kansas City, Missouri",Missouri,12,1098,5213.416667
5029,"Cass County, Missouri",2016,102845,2016/5/1,"Kansas City, Missouri",Missouri,5,1097.8,5285
5030,"Cass County, Missouri",2016,102845,2016/11/1,"Kansas City, Missouri",Missouri,11,1120,5285
5031,"Cass County, Missouri",2016,102845,2016/6/1,"Kansas City, Missouri",Missouri,6,1109.4,5285
5032,"Cass County, Missouri",2016,102845,2016/10/1,"Kansas City, Missouri",Missouri,10,1119.4,5285
5033,"Cass County, Missouri",2016,102845,2016/12/1,"Kansas City, Missouri",Missouri,12,1125.6,5285
5034,"Cass County, Missouri",2016,102845,2016/2/1,"Kansas City, Missouri",Missouri,2,1099.6,5285
5035,"Cass County, Missouri",2016,102845,2016/8/1,"Kansas City, Missouri",Missouri,8,1128,5285
5036,"Cass County, Missouri",2016,102845,2016/3/1,"Kansas City, Missouri",Missouri,3,1099.4,5285
5037,"Cass County, Missouri",2016,102845,2016/9/1,"Kansas City, Missouri",Missouri,9,1123,5285
5038,"Cass County, Missouri",2016,102845,2016/1/1,"Kansas City, Missouri",Missouri,1,1097.8,5285
5039,"Cass County, Missouri",2016,102845,2016/4/1,"Kansas City, Missouri",Missouri,4,1095.4,5285
5040,"Cass County, Missouri",2016,102845,2016/7/1,"Kansas City, Missouri",Missouri,7,1124.8,5285
5041,"Cass County, North Dakota",2013,162829,2013/4/1,"Fargo, North Dakota",North Dakota,4,1198.5,4334.583333
5042,"Cass County, North Dakota",2013,162829,2013/3/1,"Fargo, North Dakota",North Dakota,3,1197.5,4334.583333
5043,"Cass County, North Dakota",2013,162829,2013/8/1,"Fargo, North Dakota",North Dakota,8,1187.5,4334.583333
5044,"Cass County, North Dakota",2013,162829,2013/7/1,"Fargo, North Dakota",North Dakota,7,1202.5,4334.583333
5045,"Cass County, North Dakota",2013,162829,2013/5/1,"Fargo, North Dakota",North Dakota,5,1197,4334.583333
5046,"Cass County, North Dakota",2013,162829,2013/10/1,"Fargo, North Dakota",North Dakota,10,1094,4334.583333
5047,"Cass County, North Dakota",2013,162829,2013/6/1,"Fargo, North Dakota",North Dakota,6,1196,4334.583333
5048,"Cass County, North Dakota",2013,162829,2013/1/1,"Fargo, North Dakota",North Dakota,1,1207.5,4334.583333
5049,"Cass County, North Dakota",2013,162829,2013/11/1,"Fargo, North Dakota",North Dakota,11,1059,4334.583333
5050,"Cass County, North Dakota",2013,162829,2013/12/1,"Fargo, North Dakota",North Dakota,12,1038.5,4334.583333
5051,"Cass County, North Dakota",2013,162829,2013/9/1,"Fargo, North Dakota",North Dakota,9,1139.5,4334.583333
5052,"Cass County, North Dakota",2013,162829,2013/2/1,"Fargo, North Dakota",North Dakota,2,1201.5,4334.583333
5053,"Cass County, North Dakota",2014,167005,2014/11/1,"Fargo, North Dakota",North Dakota,11,1206.5,4383.666667
5054,"Cass County, North Dakota",2014,167005,2014/7/1,"Fargo, North Dakota",North Dakota,7,1059.5,4383.666667
5055,"Cass County, North Dakota",2014,167005,2014/10/1,"Fargo, North Dakota",North Dakota,10,1149,4383.666667
5056,"Cass County, North Dakota",2014,167005,2014/9/1,"Fargo, North Dakota",North Dakota,9,1085.5,4383.666667
5057,"Cass County, North Dakota",2014,167005,2014/3/1,"Fargo, North Dakota",North Dakota,3,1026.5,4383.666667
5058,"Cass County, North Dakota",2014,167005,2014/12/1,"Fargo, North Dakota",North Dakota,12,1249.5,4383.666667
5059,"Cass County, North Dakota",2014,167005,2014/2/1,"Fargo, North Dakota",North Dakota,2,1030.5,4383.666667
5060,"Cass County, North Dakota",2014,167005,2014/4/1,"Fargo, North Dakota",North Dakota,4,1025.5,4383.666667
5061,"Cass County, North Dakota",2014,167005,2014/8/1,"Fargo, North Dakota",North Dakota,8,1065,4383.666667
5062,"Cass County, North Dakota",2014,167005,2014/5/1,"Fargo, North Dakota",North Dakota,5,1041,4383.666667
5063,"Cass County, North Dakota",2014,167005,2014/1/1,"Fargo, North Dakota",North Dakota,1,1034.5,4383.666667
5064,"Cass County, North Dakota",2014,167005,2014/6/1,"Fargo, North Dakota",North Dakota,6,1053,4383.666667
5065,"Cass County, North Dakota",2015,171512,2015/9/1,"Fargo, North Dakota",North Dakota,9,1373,4477.333333
5066,"Cass County, North Dakota",2015,171512,2015/7/1,"Fargo, North Dakota",North Dakota,7,1313.5,4477.333333
5067,"Cass County, North Dakota",2015,171512,2015/11/1,"Fargo, North Dakota",North Dakota,11,1394.5,4477.333333
5068,"Cass County, North Dakota",2015,171512,2015/12/1,"Fargo, North Dakota",North Dakota,12,1390,4477.333333
5069,"Cass County, North Dakota",2015,171512,2015/1/1,"Fargo, North Dakota",North Dakota,1,1272,4477.333333
5070,"Cass County, North Dakota",2015,171512,2015/8/1,"Fargo, North Dakota",North Dakota,8,1350.5,4477.333333
5071,"Cass County, North Dakota",2015,171512,2015/5/1,"Fargo, North Dakota",North Dakota,5,1278,4477.333333
5072,"Cass County, North Dakota",2015,171512,2015/6/1,"Fargo, North Dakota",North Dakota,6,1286.5,4477.333333
5073,"Cass County, North Dakota",2015,171512,2015/10/1,"Fargo, North Dakota",North Dakota,10,1392.5,4477.333333
5074,"Cass County, North Dakota",2015,171512,2015/4/1,"Fargo, North Dakota",North Dakota,4,1276,4477.333333
5075,"Cass County, North Dakota",2015,171512,2015/3/1,"Fargo, North Dakota",North Dakota,3,1274.5,4477.333333
5076,"Cass County, North Dakota",2015,171512,2015/2/1,"Fargo, North Dakota",North Dakota,2,1278.5,4477.333333
5077,"Cass County, North Dakota",2016,175249,2016/10/1,"Fargo, North Dakota",North Dakota,10,1396.5,4936.666667
5078,"Cass County, North Dakota",2016,175249,2016/8/1,"Fargo, North Dakota",North Dakota,8,1386,4936.666667
5079,"Cass County, North Dakota",2016,175249,2016/1/1,"Fargo, North Dakota",North Dakota,1,1382.5,4936.666667
5080,"Cass County, North Dakota",2016,175249,2016/7/1,"Fargo, North Dakota",North Dakota,7,1369.5,4936.666667
5081,"Cass County, North Dakota",2016,175249,2016/5/1,"Fargo, North Dakota",North Dakota,5,1361,4936.666667
5082,"Cass County, North Dakota",2016,175249,2016/6/1,"Fargo, North Dakota",North Dakota,6,1359.5,4936.666667
5083,"Cass County, North Dakota",2016,175249,2016/12/1,"Fargo, North Dakota",North Dakota,12,1394.5,4936.666667
5084,"Cass County, North Dakota",2016,175249,2016/3/1,"Fargo, North Dakota",North Dakota,3,1368,4936.666667
5085,"Cass County, North Dakota",2016,175249,2016/2/1,"Fargo, North Dakota",North Dakota,2,1371.5,4936.666667
5086,"Cass County, North Dakota",2016,175249,2016/11/1,"Fargo, North Dakota",North Dakota,11,1397.5,4936.666667
5087,"Cass County, North Dakota",2016,175249,2016/9/1,"Fargo, North Dakota",North Dakota,9,1386.5,4936.666667
5088,"Cass County, North Dakota",2016,175249,2016/4/1,"Fargo, North Dakota",North Dakota,4,1365.5,4936.666667
5089,"Catawba County, North Carolina",2013,154810,2013/5/1,"Hickory, North Carolina",North Carolina,5,894.6,3571.583333
5090,"Catawba County, North Carolina",2013,154810,2013/10/1,"Hickory, North Carolina",North Carolina,10,859.7,3571.583333
5091,"Catawba County, North Carolina",2013,154810,2013/8/1,"Hickory, North Carolina",North Carolina,8,876.1,3571.583333
5092,"Catawba County, North Carolina",2013,154810,2013/6/1,"Hickory, North Carolina",North Carolina,6,885.8,3571.583333
5093,"Catawba County, North Carolina",2013,154810,2013/3/1,"Hickory, North Carolina",North Carolina,3,898.4,3571.583333
5094,"Catawba County, North Carolina",2013,154810,2013/4/1,"Hickory, North Carolina",North Carolina,4,900.9,3571.583333
5095,"Catawba County, North Carolina",2013,154810,2013/9/1,"Hickory, North Carolina",North Carolina,9,871.3,3571.583333
5096,"Catawba County, North Carolina",2013,154810,2013/2/1,"Hickory, North Carolina",North Carolina,2,888.1,3571.583333
5097,"Catawba County, North Carolina",2013,154810,2013/12/1,"Hickory, North Carolina",North Carolina,12,836.3,3571.583333
5098,"Catawba County, North Carolina",2013,154810,2013/11/1,"Hickory, North Carolina",North Carolina,11,846.8,3571.583333
5099,"Catawba County, North Carolina",2013,154810,2013/7/1,"Hickory, North Carolina",North Carolina,7,881,3571.583333
5100,"Catawba County, North Carolina",2013,154810,2013/1/1,"Hickory, North Carolina",North Carolina,1,875.4,3571.583333
5101,"Catawba County, North Carolina",2014,154534,2014/1/1,"Hickory, North Carolina",North Carolina,1,835.1,3723.083333
5102,"Catawba County, North Carolina",2014,154534,2014/8/1,"Hickory, North Carolina",North Carolina,8,890.5,3723.083333
5103,"Catawba County, North Carolina",2014,154534,2014/7/1,"Hickory, North Carolina",North Carolina,7,874.3,3723.083333
5104,"Catawba County, North Carolina",2014,154534,2014/4/1,"Hickory, North Carolina",North Carolina,4,856.6,3723.083333
5105,"Catawba County, North Carolina",2014,154534,2014/12/1,"Hickory, North Carolina",North Carolina,12,927.3,3723.083333
5106,"Catawba County, North Carolina",2014,154534,2014/3/1,"Hickory, North Carolina",North Carolina,3,850.1,3723.083333
5107,"Catawba County, North Carolina",2014,154534,2014/10/1,"Hickory, North Carolina",North Carolina,10,927.8,3723.083333
5108,"Catawba County, North Carolina",2014,154534,2014/2/1,"Hickory, North Carolina",North Carolina,2,842,3723.083333
5109,"Catawba County, North Carolina",2014,154534,2014/6/1,"Hickory, North Carolina",North Carolina,6,865.3,3723.083333
5110,"Catawba County, North Carolina",2014,154534,2014/11/1,"Hickory, North Carolina",North Carolina,11,936.6,3723.083333
5111,"Catawba County, North Carolina",2014,154534,2014/5/1,"Hickory, North Carolina",North Carolina,5,863.7,3723.083333
5112,"Catawba County, North Carolina",2014,154534,2014/9/1,"Hickory, North Carolina",North Carolina,9,911.8,3723.083333
5113,"Catawba County, North Carolina",2015,155056,2015/4/1,"Hickory, North Carolina",North Carolina,4,856,3370.833333
5114,"Catawba County, North Carolina",2015,155056,2015/11/1,"Hickory, North Carolina",North Carolina,11,894.9,3370.833333
5115,"Catawba County, North Carolina",2015,155056,2015/3/1,"Hickory, North Carolina",North Carolina,3,860.6,3370.833333
5116,"Catawba County, North Carolina",2015,155056,2015/6/1,"Hickory, North Carolina",North Carolina,6,880.1,3370.833333
5117,"Catawba County, North Carolina",2015,155056,2015/7/1,"Hickory, North Carolina",North Carolina,7,896.5,3370.833333
5118,"Catawba County, North Carolina",2015,155056,2015/5/1,"Hickory, North Carolina",North Carolina,5,862.8,3370.833333
5119,"Catawba County, North Carolina",2015,155056,2015/8/1,"Hickory, North Carolina",North Carolina,8,907.4,3370.833333
5120,"Catawba County, North Carolina",2015,155056,2015/2/1,"Hickory, North Carolina",North Carolina,2,879.4,3370.833333
5121,"Catawba County, North Carolina",2015,155056,2015/9/1,"Hickory, North Carolina",North Carolina,9,908.7,3370.833333
5122,"Catawba County, North Carolina",2015,155056,2015/12/1,"Hickory, North Carolina",North Carolina,12,892.3,3370.833333
5123,"Catawba County, North Carolina",2015,155056,2015/1/1,"Hickory, North Carolina",North Carolina,1,904.5,3370.833333
5124,"Catawba County, North Carolina",2015,155056,2015/10/1,"Hickory, North Carolina",North Carolina,10,902.3,3370.833333
5125,"Catawba County, North Carolina",2016,156459,2016/5/1,"Hickory, North Carolina",North Carolina,5,932.3,4076.083333
5126,"Catawba County, North Carolina",2016,156459,2016/6/1,"Hickory, North Carolina",North Carolina,6,930.1,4076.083333
5127,"Catawba County, North Carolina",2016,156459,2016/4/1,"Hickory, North Carolina",North Carolina,4,933.2,4076.083333
5128,"Catawba County, North Carolina",2016,156459,2016/11/1,"Hickory, North Carolina",North Carolina,11,922.2,4076.083333
5129,"Catawba County, North Carolina",2016,156459,2016/8/1,"Hickory, North Carolina",North Carolina,8,923.6,4076.083333
5130,"Catawba County, North Carolina",2016,156459,2016/7/1,"Hickory, North Carolina",North Carolina,7,927.3,4076.083333
5131,"Catawba County, North Carolina",2016,156459,2016/3/1,"Hickory, North Carolina",North Carolina,3,930.5,4076.083333
5132,"Catawba County, North Carolina",2016,156459,2016/12/1,"Hickory, North Carolina",North Carolina,12,931.7,4076.083333
5133,"Catawba County, North Carolina",2016,156459,2016/1/1,"Hickory, North Carolina",North Carolina,1,900.6,4076.083333
5134,"Catawba County, North Carolina",2016,156459,2016/2/1,"Hickory, North Carolina",North Carolina,2,917.7,4076.083333
5135,"Catawba County, North Carolina",2016,156459,2016/10/1,"Hickory, North Carolina",North Carolina,10,919,4076.083333
5136,"Catawba County, North Carolina",2016,156459,2016/9/1,"Hickory, North Carolina",North Carolina,9,918,4076.083333
5137,"Catoosa County, Georgia",2013,65311,2013/3/1,"Chattanooga, Georgia",Georgia,3,932,4300.666667
5138,"Catoosa County, Georgia",2013,65311,2013/9/1,"Chattanooga, Georgia",Georgia,9,956.75,4300.666667
5139,"Catoosa County, Georgia",2013,65311,2013/4/1,"Chattanooga, Georgia",Georgia,4,936.5,4300.666667
5140,"Catoosa County, Georgia",2013,65311,2013/11/1,"Chattanooga, Georgia",Georgia,11,952,4300.666667
5141,"Catoosa County, Georgia",2013,65311,2013/8/1,"Chattanooga, Georgia",Georgia,8,960.25,4300.666667
5142,"Catoosa County, Georgia",2013,65311,2013/6/1,"Chattanooga, Georgia",Georgia,6,954.75,4300.666667
5143,"Catoosa County, Georgia",2013,65311,2013/10/1,"Chattanooga, Georgia",Georgia,10,955.5,4300.666667
5144,"Catoosa County, Georgia",2013,65311,2013/7/1,"Chattanooga, Georgia",Georgia,7,959,4300.666667
5145,"Catoosa County, Georgia",2013,65311,2013/12/1,"Chattanooga, Georgia",Georgia,12,961,4300.666667
5146,"Catoosa County, Georgia",2013,65311,2013/1/1,"Chattanooga, Georgia",Georgia,1,934.5,4300.666667
5147,"Catoosa County, Georgia",2013,65311,2013/5/1,"Chattanooga, Georgia",Georgia,5,944.75,4300.666667
5148,"Catoosa County, Georgia",2013,65311,2013/2/1,"Chattanooga, Georgia",Georgia,2,930.75,4300.666667
5149,"Catoosa County, Georgia",2014,65621,2014/3/1,"Chattanooga, Georgia",Georgia,3,948,4367.666667
5150,"Catoosa County, Georgia",2014,65621,2014/8/1,"Chattanooga, Georgia",Georgia,8,989,4367.666667
5151,"Catoosa County, Georgia",2014,65621,2014/9/1,"Chattanooga, Georgia",Georgia,9,1006.5,4367.666667
5152,"Catoosa County, Georgia",2014,65621,2014/7/1,"Chattanooga, Georgia",Georgia,7,972.25,4367.666667
5153,"Catoosa County, Georgia",2014,65621,2014/4/1,"Chattanooga, Georgia",Georgia,4,955,4367.666667
5154,"Catoosa County, Georgia",2014,65621,2014/1/1,"Chattanooga, Georgia",Georgia,1,955.5,4367.666667
5155,"Catoosa County, Georgia",2014,65621,2014/5/1,"Chattanooga, Georgia",Georgia,5,959.25,4367.666667
5156,"Catoosa County, Georgia",2014,65621,2014/10/1,"Chattanooga, Georgia",Georgia,10,1004.75,4367.666667
5157,"Catoosa County, Georgia",2014,65621,2014/6/1,"Chattanooga, Georgia",Georgia,6,959.25,4367.666667
5158,"Catoosa County, Georgia",2014,65621,2014/11/1,"Chattanooga, Georgia",Georgia,11,997.75,4367.666667
5159,"Catoosa County, Georgia",2014,65621,2014/12/1,"Chattanooga, Georgia",Georgia,12,987.75,4367.666667
5160,"Catoosa County, Georgia",2014,65621,2014/2/1,"Chattanooga, Georgia",Georgia,2,955.75,4367.666667
5161,"Catoosa County, Georgia",2015,66050,2015/4/1,"Chattanooga, Georgia",Georgia,4,978.25,4251
5162,"Catoosa County, Georgia",2015,66050,2015/9/1,"Chattanooga, Georgia",Georgia,9,952.5,4251
5163,"Catoosa County, Georgia",2015,66050,2015/7/1,"Chattanooga, Georgia",Georgia,7,962.25,4251
5164,"Catoosa County, Georgia",2015,66050,2015/10/1,"Chattanooga, Georgia",Georgia,10,956,4251
5165,"Catoosa County, Georgia",2015,66050,2015/2/1,"Chattanooga, Georgia",Georgia,2,981,4251
5166,"Catoosa County, Georgia",2015,66050,2015/12/1,"Chattanooga, Georgia",Georgia,12,952.75,4251
5167,"Catoosa County, Georgia",2015,66050,2015/11/1,"Chattanooga, Georgia",Georgia,11,956.25,4251
5168,"Catoosa County, Georgia",2015,66050,2015/6/1,"Chattanooga, Georgia",Georgia,6,972,4251
5169,"Catoosa County, Georgia",2015,66050,2015/3/1,"Chattanooga, Georgia",Georgia,3,979.75,4251
5170,"Catoosa County, Georgia",2015,66050,2015/5/1,"Chattanooga, Georgia",Georgia,5,973.25,4251
5171,"Catoosa County, Georgia",2015,66050,2015/1/1,"Chattanooga, Georgia",Georgia,1,980.5,4251
5172,"Catoosa County, Georgia",2015,66050,2015/8/1,"Chattanooga, Georgia",Georgia,8,959,4251
5173,"Catoosa County, Georgia",2016,66398,2016/2/1,"Chattanooga, Georgia",Georgia,2,960.25,4643.083333
5174,"Catoosa County, Georgia",2016,66398,2016/6/1,"Chattanooga, Georgia",Georgia,6,959.75,4643.083333
5175,"Catoosa County, Georgia",2016,66398,2016/4/1,"Chattanooga, Georgia",Georgia,4,966.75,4643.083333
5176,"Catoosa County, Georgia",2016,66398,2016/12/1,"Chattanooga, Georgia",Georgia,12,959.75,4643.083333
5177,"Catoosa County, Georgia",2016,66398,2016/10/1,"Chattanooga, Georgia",Georgia,10,947.5,4643.083333
5178,"Catoosa County, Georgia",2016,66398,2016/8/1,"Chattanooga, Georgia",Georgia,8,944,4643.083333
5179,"Catoosa County, Georgia",2016,66398,2016/9/1,"Chattanooga, Georgia",Georgia,9,941.75,4643.083333
5180,"Catoosa County, Georgia",2016,66398,2016/7/1,"Chattanooga, Georgia",Georgia,7,953.25,4643.083333
5181,"Catoosa County, Georgia",2016,66398,2016/5/1,"Chattanooga, Georgia",Georgia,5,965,4643.083333
5182,"Catoosa County, Georgia",2016,66398,2016/11/1,"Chattanooga, Georgia",Georgia,11,956.75,4643.083333
5183,"Catoosa County, Georgia",2016,66398,2016/3/1,"Chattanooga, Georgia",Georgia,3,967,4643.083333
5184,"Catoosa County, Georgia",2016,66398,2016/1/1,"Chattanooga, Georgia",Georgia,1,955.25,4643.083333
5185,"Cattaraugus County, New York",2013,78892,2013/9/1,"Olean, New York",New York,9,1355.411765,3363.5
5186,"Cattaraugus County, New York",2013,78892,2013/12/1,"Olean, New York",New York,12,1346.117647,3363.5
5187,"Cattaraugus County, New York",2013,78892,2013/7/1,"Olean, New York",New York,7,1383.529412,3363.5
5188,"Cattaraugus County, New York",2013,78892,2013/10/1,"Olean, New York",New York,10,1367.705882,3363.5
5189,"Cattaraugus County, New York",2013,78892,2013/2/1,"Olean, New York",New York,2,1426.588235,3363.5
5190,"Cattaraugus County, New York",2013,78892,2013/4/1,"Olean, New York",New York,4,1451.764706,3363.5
5191,"Cattaraugus County, New York",2013,78892,2013/8/1,"Olean, New York",New York,8,1360.529412,3363.5
5192,"Cattaraugus County, New York",2013,78892,2013/6/1,"Olean, New York",New York,6,1431.235294,3363.5
5193,"Cattaraugus County, New York",2013,78892,2013/11/1,"Olean, New York",New York,11,1368.470588,3363.5
5194,"Cattaraugus County, New York",2013,78892,2013/5/1,"Olean, New York",New York,5,1453.882353,3363.5
5195,"Cattaraugus County, New York",2013,78892,2013/1/1,"Olean, New York",New York,1,1404.647059,3363.5
5196,"Cattaraugus County, New York",2013,78892,2013/3/1,"Olean, New York",New York,3,1437.470588,3363.5
5197,"Cattaraugus County, New York",2014,78600,2014/5/1,"Olean, New York",New York,5,1288.647059,3693.333333
5198,"Cattaraugus County, New York",2014,78600,2014/4/1,"Olean, New York",New York,4,1274.647059,3693.333333
5199,"Cattaraugus County, New York",2014,78600,2014/9/1,"Olean, New York",New York,9,1414.823529,3693.333333
5200,"Cattaraugus County, New York",2014,78600,2014/2/1,"Olean, New York",New York,2,1276.176471,3693.333333
5201,"Cattaraugus County, New York",2014,78600,2014/10/1,"Olean, New York",New York,10,1417.941176,3693.333333
5202,"Cattaraugus County, New York",2014,78600,2014/12/1,"Olean, New York",New York,12,1418.764706,3693.333333
5203,"Cattaraugus County, New York",2014,78600,2014/6/1,"Olean, New York",New York,6,1313.941176,3693.333333
5204,"Cattaraugus County, New York",2014,78600,2014/1/1,"Olean, New York",New York,1,1311.117647,3693.333333
5205,"Cattaraugus County, New York",2014,78600,2014/8/1,"Olean, New York",New York,8,1396.705882,3693.333333
5206,"Cattaraugus County, New York",2014,78600,2014/11/1,"Olean, New York",New York,11,1412.588235,3693.333333
5207,"Cattaraugus County, New York",2014,78600,2014/3/1,"Olean, New York",New York,3,1271.823529,3693.333333
5208,"Cattaraugus County, New York",2014,78600,2014/7/1,"Olean, New York",New York,7,1357.823529,3693.333333
5209,"Cattaraugus County, New York",2015,77922,2015/1/1,"Olean, New York",New York,1,1433,3334.666667
5210,"Cattaraugus County, New York",2015,77922,2015/12/1,"Olean, New York",New York,12,1332.941176,3334.666667
5211,"Cattaraugus County, New York",2015,77922,2015/10/1,"Olean, New York",New York,10,1338.352941,3334.666667
5212,"Cattaraugus County, New York",2015,77922,2015/8/1,"Olean, New York",New York,8,1384.882353,3334.666667
5213,"Cattaraugus County, New York",2015,77922,2015/3/1,"Olean, New York",New York,3,1446.117647,3334.666667
5214,"Cattaraugus County, New York",2015,77922,2015/6/1,"Olean, New York",New York,6,1415.411765,3334.666667
5215,"Cattaraugus County, New York",2015,77922,2015/7/1,"Olean, New York",New York,7,1404.294118,3334.666667
5216,"Cattaraugus County, New York",2015,77922,2015/2/1,"Olean, New York",New York,2,1436.470588,3334.666667
5217,"Cattaraugus County, New York",2015,77922,2015/11/1,"Olean, New York",New York,11,1339.588235,3334.666667
5218,"Cattaraugus County, New York",2015,77922,2015/9/1,"Olean, New York",New York,9,1361.470588,3334.666667
5219,"Cattaraugus County, New York",2015,77922,2015/4/1,"Olean, New York",New York,4,1440.470588,3334.666667
5220,"Cattaraugus County, New York",2015,77922,2015/5/1,"Olean, New York",New York,5,1427.176471,3334.666667
5221,"Cattaraugus County, New York",2016,77677,2016/7/1,"Olean, New York",New York,7,1304.470588,3903.5
5222,"Cattaraugus County, New York",2016,77677,2016/8/1,"Olean, New York",New York,8,1300.058824,3903.5
5223,"Cattaraugus County, New York",2016,77677,2016/6/1,"Olean, New York",New York,6,1304.823529,3903.5
5224,"Cattaraugus County, New York",2016,77677,2016/11/1,"Olean, New York",New York,11,1290.705882,3903.5
5225,"Cattaraugus County, New York",2016,77677,2016/10/1,"Olean, New York",New York,10,1293.823529,3903.5
5226,"Cattaraugus County, New York",2016,77677,2016/2/1,"Olean, New York",New York,2,1320.411765,3903.5
5227,"Cattaraugus County, New York",2016,77677,2016/3/1,"Olean, New York",New York,3,1306.529412,3903.5
5228,"Cattaraugus County, New York",2016,77677,2016/9/1,"Olean, New York",New York,9,1293.764706,3903.5
5229,"Cattaraugus County, New York",2016,77677,2016/12/1,"Olean, New York",New York,12,1283.058824,3903.5
5230,"Cattaraugus County, New York",2016,77677,2016/5/1,"Olean, New York",New York,5,1294.705882,3903.5
5231,"Cattaraugus County, New York",2016,77677,2016/4/1,"Olean, New York",New York,4,1296.352941,3903.5
5232,"Cattaraugus County, New York",2016,77677,2016/1/1,"Olean, New York",New York,1,1333.058824,3903.5
5233,"Cayuga County, New York",2013,79477,2013/4/1,"Auburn, New York",New York,4,1515.176471,4179.5
5234,"Cayuga County, New York",2013,79477,2013/8/1,"Auburn, New York",New York,8,1468.058824,4179.5
5235,"Cayuga County, New York",2013,79477,2013/1/1,"Auburn, New York",New York,1,1495.352941,4179.5
5236,"Cayuga County, New York",2013,79477,2013/12/1,"Auburn, New York",New York,12,1457.588235,4179.5
5237,"Cayuga County, New York",2013,79477,2013/3/1,"Auburn, New York",New York,3,1508.176471,4179.5
5238,"Cayuga County, New York",2013,79477,2013/2/1,"Auburn, New York",New York,2,1508.529412,4179.5
