,County,Year,County_Population,Date,Metro,State,Month,Rent,Med_Monthly_Income
32229,"Valencia County, New Mexico",2013,76284,2013/9/1,"Albuquerque, New Mexico",New Mexico,9,957.5,3339.583333
32230,"Valencia County, New Mexico",2013,76284,2013/6/1,"Albuquerque, New Mexico",New Mexico,6,940,3339.583333
32231,"Valencia County, New Mexico",2013,76284,2013/1/1,"Albuquerque, New Mexico",New Mexico,1,974.75,3339.583333
32232,"Valencia County, New Mexico",2013,76284,2013/2/1,"Albuquerque, New Mexico",New Mexico,2,968.75,3339.583333
32233,"Valencia County, New Mexico",2014,75817,2014/10/1,"Albuquerque, New Mexico",New Mexico,10,1017.5,3135.666667
32234,"Valencia County, New Mexico",2014,75817,2014/12/1,"Albuquerque, New Mexico",New Mexico,12,1025.5,3135.666667
32235,"Valencia County, New Mexico",2014,75817,2014/7/1,"Albuquerque, New Mexico",New Mexico,7,1008.25,3135.666667
32236,"Valencia County, New Mexico",2014,75817,2014/2/1,"Albuquerque, New Mexico",New Mexico,2,985.5,3135.666667
32237,"Valencia County, New Mexico",2014,75817,2014/1/1,"Albuquerque, New Mexico",New Mexico,1,994.25,3135.666667
32238,"Valencia County, New Mexico",2014,75817,2014/8/1,"Albuquerque, New Mexico",New Mexico,8,1015,3135.666667
32239,"Valencia County, New Mexico",2014,75817,2014/4/1,"Albuquerque, New Mexico",New Mexico,4,979.5,3135.666667
32240,"Valencia County, New Mexico",2014,75817,2014/9/1,"Albuquerque, New Mexico",New Mexico,9,1017.25,3135.666667
32241,"Valencia County, New Mexico",2014,75817,2014/6/1,"Albuquerque, New Mexico",New Mexico,6,1000.5,3135.666667
32242,"Valencia County, New Mexico",2014,75817,2014/5/1,"Albuquerque, New Mexico",New Mexico,5,989.25,3135.666667
32243,"Valencia County, New Mexico",2014,75817,2014/3/1,"Albuquerque, New Mexico",New Mexico,3,977.75,3135.666667
32244,"Valencia County, New Mexico",2014,75817,2014/11/1,"Albuquerque, New Mexico",New Mexico,11,1017.25,3135.666667
32245,"Valencia County, New Mexico",2015,75737,2015/1/1,"Albuquerque, New Mexico",New Mexico,1,1032,3507.666667
32246,"Valencia County, New Mexico",2015,75737,2015/11/1,"Albuquerque, New Mexico",New Mexico,11,1038.5,3507.666667
32247,"Valencia County, New Mexico",2015,75737,2015/12/1,"Albuquerque, New Mexico",New Mexico,12,1038.25,3507.666667
32248,"Valencia County, New Mexico",2015,75737,2015/7/1,"Albuquerque, New Mexico",New Mexico,7,1043.5,3507.666667
32249,"Valencia County, New Mexico",2015,75737,2015/5/1,"Albuquerque, New Mexico",New Mexico,5,1063.5,3507.666667
32250,"Valencia County, New Mexico",2015,75737,2015/4/1,"Albuquerque, New Mexico",New Mexico,4,1067.5,3507.666667
32251,"Valencia County, New Mexico",2015,75737,2015/9/1,"Albuquerque, New Mexico",New Mexico,9,1033.5,3507.666667
32252,"Valencia County, New Mexico",2015,75737,2015/6/1,"Albuquerque, New Mexico",New Mexico,6,1055.5,3507.666667
32253,"Valencia County, New Mexico",2015,75737,2015/3/1,"Albuquerque, New Mexico",New Mexico,3,1058.5,3507.666667
32254,"Valencia County, New Mexico",2015,75737,2015/2/1,"Albuquerque, New Mexico",New Mexico,2,1046.25,3507.666667
32255,"Valencia County, New Mexico",2015,75737,2015/8/1,"Albuquerque, New Mexico",New Mexico,8,1037.5,3507.666667
32256,"Valencia County, New Mexico",2015,75737,2015/10/1,"Albuquerque, New Mexico",New Mexico,10,1037.75,3507.666667
32257,"Valencia County, New Mexico",2016,75626,2016/8/1,"Albuquerque, New Mexico",New Mexico,8,1006.5,3641.666667
32258,"Valencia County, New Mexico",2016,75626,2016/2/1,"Albuquerque, New Mexico",New Mexico,2,1042.25,3641.666667
32259,"Valencia County, New Mexico",2016,75626,2016/3/1,"Albuquerque, New Mexico",New Mexico,3,1045,3641.666667
32260,"Valencia County, New Mexico",2016,75626,2016/4/1,"Albuquerque, New Mexico",New Mexico,4,1041,3641.666667
32261,"Valencia County, New Mexico",2016,75626,2016/5/1,"Albuquerque, New Mexico",New Mexico,5,1037,3641.666667
32262,"Valencia County, New Mexico",2016,75626,2016/10/1,"Albuquerque, New Mexico",New Mexico,10,985.5,3641.666667
32263,"Valencia County, New Mexico",2016,75626,2016/6/1,"Albuquerque, New Mexico",New Mexico,6,1028.25,3641.666667
32264,"Valencia County, New Mexico",2016,75626,2016/9/1,"Albuquerque, New Mexico",New Mexico,9,996,3641.666667
32265,"Valencia County, New Mexico",2016,75626,2016/7/1,"Albuquerque, New Mexico",New Mexico,7,1017,3641.666667
32266,"Valencia County, New Mexico",2016,75626,2016/11/1,"Albuquerque, New Mexico",New Mexico,11,980,3641.666667
32267,"Valencia County, New Mexico",2016,75626,2016/1/1,"Albuquerque, New Mexico",New Mexico,1,1040.75,3641.666667
32268,"Valencia County, New Mexico",2016,75626,2016/12/1,"Albuquerque, New Mexico",New Mexico,12,979.5,3641.666667
32269,"Van Buren County, Michigan",2013,75455,2013/3/1,"Kalamazoo, Michigan",Michigan,3,808.0833333,3756.75
32270,"Van Buren County, Michigan",2013,75455,2013/12/1,"Kalamazoo, Michigan",Michigan,12,956.3333333,3756.75
32271,"Van Buren County, Michigan",2013,75455,2013/11/1,"Kalamazoo, Michigan",Michigan,11,927.4166667,3756.75
32272,"Van Buren County, Michigan",2013,75455,2013/10/1,"Kalamazoo, Michigan",Michigan,10,889.4166667,3756.75
32273,"Van Buren County, Michigan",2013,75455,2013/2/1,"Kalamazoo, Michigan",Michigan,2,824.4166667,3756.75
32274,"Van Buren County, Michigan",2013,75455,2013/6/1,"Kalamazoo, Michigan",Michigan,6,800.9166667,3756.75
32275,"Van Buren County, Michigan",2013,75455,2013/9/1,"Kalamazoo, Michigan",Michigan,9,856.75,3756.75
32276,"Van Buren County, Michigan",2013,75455,2013/1/1,"Kalamazoo, Michigan",Michigan,1,868.0833333,3756.75
32277,"Van Buren County, Michigan",2013,75455,2013/5/1,"Kalamazoo, Michigan",Michigan,5,805.3333333,3756.75
32278,"Van Buren County, Michigan",2013,75455,2013/4/1,"Kalamazoo, Michigan",Michigan,4,802.1666667,3756.75
32279,"Van Buren County, Michigan",2013,75455,2013/7/1,"Kalamazoo, Michigan",Michigan,7,809.0833333,3756.75
32280,"Van Buren County, Michigan",2013,75455,2013/8/1,"Kalamazoo, Michigan",Michigan,8,823.6666667,3756.75
32281,"Van Buren County, Michigan",2014,75199,2014/5/1,"Kalamazoo, Michigan",Michigan,5,950.0833333,3952.916667
32282,"Van Buren County, Michigan",2014,75199,2014/3/1,"Kalamazoo, Michigan",Michigan,3,975.5,3952.916667
32283,"Van Buren County, Michigan",2014,75199,2014/4/1,"Kalamazoo, Michigan",Michigan,4,964.5833333,3952.916667
32284,"Van Buren County, Michigan",2014,75199,2014/11/1,"Kalamazoo, Michigan",Michigan,11,950.6666667,3952.916667
32285,"Van Buren County, Michigan",2014,75199,2014/2/1,"Kalamazoo, Michigan",Michigan,2,977.6666667,3952.916667
32286,"Van Buren County, Michigan",2014,75199,2014/8/1,"Kalamazoo, Michigan",Michigan,8,960,3952.916667
32287,"Van Buren County, Michigan",2014,75199,2014/7/1,"Kalamazoo, Michigan",Michigan,7,953.3333333,3952.916667
32288,"Van Buren County, Michigan",2014,75199,2014/9/1,"Kalamazoo, Michigan",Michigan,9,962.3333333,3952.916667
32289,"Van Buren County, Michigan",2014,75199,2014/1/1,"Kalamazoo, Michigan",Michigan,1,971.8333333,3952.916667
32290,"Van Buren County, Michigan",2014,75199,2014/10/1,"Kalamazoo, Michigan",Michigan,10,954.5,3952.916667
32291,"Van Buren County, Michigan",2014,75199,2014/6/1,"Kalamazoo, Michigan",Michigan,6,946.0833333,3952.916667
32292,"Van Buren County, Michigan",2014,75199,2014/12/1,"Kalamazoo, Michigan",Michigan,12,949.0833333,3952.916667
32293,"Van Buren County, Michigan",2015,75077,2015/7/1,"Kalamazoo, Michigan",Michigan,7,1011,4002.833333
32294,"Van Buren County, Michigan",2015,75077,2015/1/1,"Kalamazoo, Michigan",Michigan,1,964.5,4002.833333
32295,"Van Buren County, Michigan",2015,75077,2015/8/1,"Kalamazoo, Michigan",Michigan,8,1010.583333,4002.833333
32296,"Van Buren County, Michigan",2015,75077,2015/9/1,"Kalamazoo, Michigan",Michigan,9,1004.416667,4002.833333
32297,"Van Buren County, Michigan",2015,75077,2015/11/1,"Kalamazoo, Michigan",Michigan,11,998.8333333,4002.833333
32298,"Van Buren County, Michigan",2015,75077,2015/4/1,"Kalamazoo, Michigan",Michigan,4,1014.083333,4002.833333
32299,"Van Buren County, Michigan",2015,75077,2015/12/1,"Kalamazoo, Michigan",Michigan,12,1000.916667,4002.833333
32300,"Van Buren County, Michigan",2015,75077,2015/3/1,"Kalamazoo, Michigan",Michigan,3,1007.5,4002.833333
32301,"Van Buren County, Michigan",2015,75077,2015/5/1,"Kalamazoo, Michigan",Michigan,5,1013.583333,4002.833333
32302,"Van Buren County, Michigan",2015,75077,2015/10/1,"Kalamazoo, Michigan",Michigan,10,1001,4002.833333
32303,"Van Buren County, Michigan",2015,75077,2015/6/1,"Kalamazoo, Michigan",Michigan,6,1014.666667,4002.833333
32304,"Van Buren County, Michigan",2015,75077,2015/2/1,"Kalamazoo, Michigan",Michigan,2,993.0833333,4002.833333
32305,"Van Buren County, Michigan",2016,75223,2016/5/1,"Kalamazoo, Michigan",Michigan,5,1010.583333,3993.083333
32306,"Van Buren County, Michigan",2016,75223,2016/9/1,"Kalamazoo, Michigan",Michigan,9,1008.75,3993.083333
32307,"Van Buren County, Michigan",2016,75223,2016/11/1,"Kalamazoo, Michigan",Michigan,11,1015.333333,3993.083333
32308,"Van Buren County, Michigan",2016,75223,2016/1/1,"Kalamazoo, Michigan",Michigan,1,1012,3993.083333
32309,"Van Buren County, Michigan",2016,75223,2016/2/1,"Kalamazoo, Michigan",Michigan,2,1012.666667,3993.083333
32310,"Van Buren County, Michigan",2016,75223,2016/3/1,"Kalamazoo, Michigan",Michigan,3,1009.166667,3993.083333
32311,"Van Buren County, Michigan",2016,75223,2016/12/1,"Kalamazoo, Michigan",Michigan,12,1018.833333,3993.083333
32312,"Van Buren County, Michigan",2016,75223,2016/8/1,"Kalamazoo, Michigan",Michigan,8,1015.25,3993.083333
32313,"Van Buren County, Michigan",2016,75223,2016/10/1,"Kalamazoo, Michigan",Michigan,10,1007.75,3993.083333
32314,"Van Buren County, Michigan",2016,75223,2016/6/1,"Kalamazoo, Michigan",Michigan,6,1020.333333,3993.083333
32315,"Van Buren County, Michigan",2016,75223,2016/4/1,"Kalamazoo, Michigan",Michigan,4,1005.333333,3993.083333
32316,"Van Buren County, Michigan",2016,75223,2016/7/1,"Kalamazoo, Michigan",Michigan,7,1020.916667,3993.083333
32317,"Vanderburgh County, Indiana",2013,181398,2013/6/1,"Evansville, Indiana",Indiana,6,905,3425.166667
32318,"Vanderburgh County, Indiana",2013,181398,2013/8/1,"Evansville, Indiana",Indiana,8,945.5,3425.166667
32319,"Vanderburgh County, Indiana",2013,181398,2013/7/1,"Evansville, Indiana",Indiana,7,936.5,3425.166667
32320,"Vanderburgh County, Indiana",2013,181398,2013/12/1,"Evansville, Indiana",Indiana,12,1039.5,3425.166667
32321,"Vanderburgh County, Indiana",2013,181398,2013/11/1,"Evansville, Indiana",Indiana,11,1023,3425.166667
32322,"Vanderburgh County, Indiana",2013,181398,2013/5/1,"Evansville, Indiana",Indiana,5,900.5,3425.166667
32323,"Vanderburgh County, Indiana",2013,181398,2013/10/1,"Evansville, Indiana",Indiana,10,997.5,3425.166667
32324,"Vanderburgh County, Indiana",2013,181398,2013/2/1,"Evansville, Indiana",Indiana,2,935.5,3425.166667
32325,"Vanderburgh County, Indiana",2013,181398,2013/3/1,"Evansville, Indiana",Indiana,3,927.5,3425.166667
32326,"Vanderburgh County, Indiana",2013,181398,2013/4/1,"Evansville, Indiana",Indiana,4,897,3425.166667
32327,"Vanderburgh County, Indiana",2013,181398,2013/9/1,"Evansville, Indiana",Indiana,9,978,3425.166667
32328,"Vanderburgh County, Indiana",2013,181398,2013/1/1,"Evansville, Indiana",Indiana,1,930,3425.166667
32329,"Vanderburgh County, Indiana",2014,182006,2014/2/1,"Evansville, Indiana",Indiana,2,1005,3503.666667
32330,"Vanderburgh County, Indiana",2014,182006,2014/3/1,"Evansville, Indiana",Indiana,3,975,3503.666667
32331,"Vanderburgh County, Indiana",2014,182006,2014/11/1,"Evansville, Indiana",Indiana,11,1088,3503.666667
32332,"Vanderburgh County, Indiana",2014,182006,2014/5/1,"Evansville, Indiana",Indiana,5,960.5,3503.666667
32333,"Vanderburgh County, Indiana",2014,182006,2014/6/1,"Evansville, Indiana",Indiana,6,957.5,3503.666667
32334,"Vanderburgh County, Indiana",2014,182006,2014/1/1,"Evansville, Indiana",Indiana,1,1028,3503.666667
32335,"Vanderburgh County, Indiana",2014,182006,2014/10/1,"Evansville, Indiana",Indiana,10,1058,3503.666667
32336,"Vanderburgh County, Indiana",2014,182006,2014/8/1,"Evansville, Indiana",Indiana,8,992.5,3503.666667
32337,"Vanderburgh County, Indiana",2014,182006,2014/12/1,"Evansville, Indiana",Indiana,12,1104,3503.666667
32338,"Vanderburgh County, Indiana",2014,182006,2014/4/1,"Evansville, Indiana",Indiana,4,965,3503.666667
32339,"Vanderburgh County, Indiana",2014,182006,2014/9/1,"Evansville, Indiana",Indiana,9,1026.5,3503.666667
32340,"Vanderburgh County, Indiana",2014,182006,2014/7/1,"Evansville, Indiana",Indiana,7,967.5,3503.666667
32341,"Vanderburgh County, Indiana",2015,181877,2015/9/1,"Evansville, Indiana",Indiana,9,1121,3547
32342,"Vanderburgh County, Indiana",2015,181877,2015/7/1,"Evansville, Indiana",Indiana,7,1141,3547
32343,"Vanderburgh County, Indiana",2015,181877,2015/12/1,"Evansville, Indiana",Indiana,12,1088,3547
32344,"Vanderburgh County, Indiana",2015,181877,2015/8/1,"Evansville, Indiana",Indiana,8,1138.5,3547
32345,"Vanderburgh County, Indiana",2015,181877,2015/3/1,"Evansville, Indiana",Indiana,3,1108.5,3547
32346,"Vanderburgh County, Indiana",2015,181877,2015/4/1,"Evansville, Indiana",Indiana,4,1122.5,3547
32347,"Vanderburgh County, Indiana",2015,181877,2015/5/1,"Evansville, Indiana",Indiana,5,1128,3547
32348,"Vanderburgh County, Indiana",2015,181877,2015/1/1,"Evansville, Indiana",Indiana,1,1100,3547
32349,"Vanderburgh County, Indiana",2015,181877,2015/2/1,"Evansville, Indiana",Indiana,2,1105,3547
32350,"Vanderburgh County, Indiana",2015,181877,2015/10/1,"Evansville, Indiana",Indiana,10,1101.5,3547
32351,"Vanderburgh County, Indiana",2015,181877,2015/11/1,"Evansville, Indiana",Indiana,11,1097.5,3547
32352,"Vanderburgh County, Indiana",2015,181877,2015/6/1,"Evansville, Indiana",Indiana,6,1139.5,3547
32353,"Vanderburgh County, Indiana",2016,181721,2016/4/1,"Evansville, Indiana",Indiana,4,1121,3838.666667
32354,"Vanderburgh County, Indiana",2016,181721,2016/3/1,"Evansville, Indiana",Indiana,3,1102.5,3838.666667
32355,"Vanderburgh County, Indiana",2016,181721,2016/1/1,"Evansville, Indiana",Indiana,1,1088,3838.666667
32356,"Vanderburgh County, Indiana",2016,181721,2016/6/1,"Evansville, Indiana",Indiana,6,1130.5,3838.666667
32357,"Vanderburgh County, Indiana",2016,181721,2016/8/1,"Evansville, Indiana",Indiana,8,1075,3838.666667
32358,"Vanderburgh County, Indiana",2016,181721,2016/2/1,"Evansville, Indiana",Indiana,2,1090,3838.666667
32359,"Vanderburgh County, Indiana",2016,181721,2016/12/1,"Evansville, Indiana",Indiana,12,1022.5,3838.666667
32360,"Vanderburgh County, Indiana",2016,181721,2016/5/1,"Evansville, Indiana",Indiana,5,1130.5,3838.666667
32361,"Vanderburgh County, Indiana",2016,181721,2016/7/1,"Evansville, Indiana",Indiana,7,1104,3838.666667
32362,"Vanderburgh County, Indiana",2016,181721,2016/11/1,"Evansville, Indiana",Indiana,11,1022.5,3838.666667
32363,"Vanderburgh County, Indiana",2016,181721,2016/9/1,"Evansville, Indiana",Indiana,9,1043.5,3838.666667
32364,"Vanderburgh County, Indiana",2016,181721,2016/10/1,"Evansville, Indiana",Indiana,10,1027.5,3838.666667
32365,"Ventura County, California",2013,839620,2013/9/1,"Ventura, California",California,9,2586.25,6446.916667
32366,"Ventura County, California",2013,839620,2013/10/1,"Ventura, California",California,10,2598.8125,6446.916667
32367,"Ventura County, California",2013,839620,2013/8/1,"Ventura, California",California,8,2578.0625,6446.916667
32368,"Ventura County, California",2013,839620,2013/5/1,"Ventura, California",California,5,2568.875,6446.916667
32369,"Ventura County, California",2013,839620,2013/12/1,"Ventura, California",California,12,2616.9375,6446.916667
32370,"Ventura County, California",2013,839620,2013/7/1,"Ventura, California",California,7,2575.625,6446.916667
32371,"Ventura County, California",2013,839620,2013/4/1,"Ventura, California",California,4,2560.875,6446.916667
32372,"Ventura County, California",2013,839620,2013/1/1,"Ventura, California",California,1,2538.375,6446.916667
32373,"Ventura County, California",2013,839620,2013/3/1,"Ventura, California",California,3,2552.75,6446.916667
32374,"Ventura County, California",2013,839620,2013/6/1,"Ventura, California",California,6,2573.4375,6446.916667
32375,"Ventura County, California",2013,839620,2013/2/1,"Ventura, California",California,2,2546.1875,6446.916667
32376,"Ventura County, California",2013,839620,2013/11/1,"Ventura, California",California,11,2607,6446.916667
32377,"Ventura County, California",2014,846178,2014/8/1,"Ventura, California",California,8,2675.5625,6287.416667
32378,"Ventura County, California",2014,846178,2014/7/1,"Ventura, California",California,7,2661.625,6287.416667
32379,"Ventura County, California",2014,846178,2014/6/1,"Ventura, California",California,6,2651.0625,6287.416667
32380,"Ventura County, California",2014,846178,2014/10/1,"Ventura, California",California,10,2699.9375,6287.416667
32381,"Ventura County, California",2014,846178,2014/12/1,"Ventura, California",California,12,2712.6875,6287.416667
32382,"Ventura County, California",2014,846178,2014/5/1,"Ventura, California",California,5,2645.125,6287.416667
32383,"Ventura County, California",2014,846178,2014/3/1,"Ventura, California",California,3,2635.875,6287.416667
32384,"Ventura County, California",2014,846178,2014/4/1,"Ventura, California",California,4,2639.25,6287.416667
32385,"Ventura County, California",2014,846178,2014/1/1,"Ventura, California",California,1,2622.6875,6287.416667
32386,"Ventura County, California",2014,846178,2014/9/1,"Ventura, California",California,9,2689.75,6287.416667
32387,"Ventura County, California",2014,846178,2014/2/1,"Ventura, California",California,2,2631.3125,6287.416667
32388,"Ventura County, California",2014,846178,2014/11/1,"Ventura, California",California,11,2703.9375,6287.416667
32389,"Ventura County, California",2015,850536,2015/11/1,"Ventura, California",California,11,2825.75,6669.333333
32390,"Ventura County, California",2015,850536,2015/2/1,"Ventura, California",California,2,2740.9375,6669.333333
32391,"Ventura County, California",2015,850536,2015/1/1,"Ventura, California",California,1,2723.4375,6669.333333
32392,"Ventura County, California",2015,850536,2015/12/1,"Ventura, California",California,12,2833.875,6669.333333
32393,"Ventura County, California",2015,850536,2015/7/1,"Ventura, California",California,7,2797.5625,6669.333333
32394,"Ventura County, California",2015,850536,2015/3/1,"Ventura, California",California,3,2752.0625,6669.333333
32395,"Ventura County, California",2015,850536,2015/10/1,"Ventura, California",California,10,2822.5,6669.333333
32396,"Ventura County, California",2015,850536,2015/9/1,"Ventura, California",California,9,2817.5625,6669.333333
32397,"Ventura County, California",2015,850536,2015/4/1,"Ventura, California",California,4,2758.75,6669.333333
32398,"Ventura County, California",2015,850536,2015/6/1,"Ventura, California",California,6,2781.6875,6669.333333
32399,"Ventura County, California",2015,850536,2015/5/1,"Ventura, California",California,5,2768.9375,6669.333333
32400,"Ventura County, California",2015,850536,2015/8/1,"Ventura, California",California,8,2809.8125,6669.333333
32401,"Ventura County, California",2016,849738,2016/7/1,"Ventura, California",California,7,2891,6677.916667
32402,"Ventura County, California",2016,849738,2016/11/1,"Ventura, California",California,11,2922.9375,6677.916667
32403,"Ventura County, California",2016,849738,2016/5/1,"Ventura, California",California,5,2885.0625,6677.916667
32404,"Ventura County, California",2016,849738,2016/12/1,"Ventura, California",California,12,2941.25,6677.916667
32405,"Ventura County, California",2016,849738,2016/9/1,"Ventura, California",California,9,2897.5625,6677.916667
32406,"Ventura County, California",2016,849738,2016/3/1,"Ventura, California",California,3,2872.25,6677.916667
32407,"Ventura County, California",2016,849738,2016/6/1,"Ventura, California",California,6,2890.0625,6677.916667
32408,"Ventura County, California",2016,849738,2016/10/1,"Ventura, California",California,10,2908.8125,6677.916667
32409,"Ventura County, California",2016,849738,2016/8/1,"Ventura, California",California,8,2893.375,6677.916667
32410,"Ventura County, California",2016,849738,2016/1/1,"Ventura, California",California,1,2842,6677.916667
32411,"Ventura County, California",2016,849738,2016/2/1,"Ventura, California",California,2,2861.6875,6677.916667
32412,"Ventura County, California",2016,849738,2016/4/1,"Ventura, California",California,4,2882.125,6677.916667
32413,"Vigo County, Indiana",2013,108291,2013/1/1,"Terre Haute, Indiana",Indiana,1,650,3160.833333
32414,"Vigo County, Indiana",2013,108291,2013/9/1,"Terre Haute, Indiana",Indiana,9,680,3160.833333
32415,"Vigo County, Indiana",2013,108291,2013/3/1,"Terre Haute, Indiana",Indiana,3,653,3160.833333
32416,"Vigo County, Indiana",2013,108291,2013/11/1,"Terre Haute, Indiana",Indiana,11,706,3160.833333
32417,"Vigo County, Indiana",2013,108291,2013/2/1,"Terre Haute, Indiana",Indiana,2,654,3160.833333
32418,"Vigo County, Indiana",2013,108291,2013/10/1,"Terre Haute, Indiana",Indiana,10,700,3160.833333
32419,"Vigo County, Indiana",2013,108291,2013/12/1,"Terre Haute, Indiana",Indiana,12,707,3160.833333
32420,"Vigo County, Indiana",2013,108291,2013/6/1,"Terre Haute, Indiana",Indiana,6,648,3160.833333
32421,"Vigo County, Indiana",2013,108291,2013/4/1,"Terre Haute, Indiana",Indiana,4,655,3160.833333
32422,"Vigo County, Indiana",2013,108291,2013/5/1,"Terre Haute, Indiana",Indiana,5,653,3160.833333
32423,"Vigo County, Indiana",2013,108291,2013/7/1,"Terre Haute, Indiana",Indiana,7,646,3160.833333
32424,"Vigo County, Indiana",2013,108291,2013/8/1,"Terre Haute, Indiana",Indiana,8,660,3160.833333
32425,"Vigo County, Indiana",2014,108175,2014/5/1,"Terre Haute, Indiana",Indiana,5,838,3448.75
32426,"Vigo County, Indiana",2014,108175,2014/11/1,"Terre Haute, Indiana",Indiana,11,822,3448.75
32427,"Vigo County, Indiana",2014,108175,2014/9/1,"Terre Haute, Indiana",Indiana,9,845,3448.75
32428,"Vigo County, Indiana",2014,108175,2014/3/1,"Terre Haute, Indiana",Indiana,3,793,3448.75
32429,"Vigo County, Indiana",2014,108175,2014/1/1,"Terre Haute, Indiana",Indiana,1,723,3448.75
32430,"Vigo County, Indiana",2014,108175,2014/2/1,"Terre Haute, Indiana",Indiana,2,759,3448.75
32431,"Vigo County, Indiana",2014,108175,2014/8/1,"Terre Haute, Indiana",Indiana,8,861,3448.75
32432,"Vigo County, Indiana",2014,108175,2014/7/1,"Terre Haute, Indiana",Indiana,7,874,3448.75
32433,"Vigo County, Indiana",2014,108175,2014/12/1,"Terre Haute, Indiana",Indiana,12,802,3448.75
32434,"Vigo County, Indiana",2014,108175,2014/6/1,"Terre Haute, Indiana",Indiana,6,858,3448.75
32435,"Vigo County, Indiana",2014,108175,2014/10/1,"Terre Haute, Indiana",Indiana,10,827,3448.75
32436,"Vigo County, Indiana",2014,108175,2014/4/1,"Terre Haute, Indiana",Indiana,4,815,3448.75
32437,"Vigo County, Indiana",2015,107896,2015/8/1,"Terre Haute, Indiana",Indiana,8,752,3219.333333
32438,"Vigo County, Indiana",2015,107896,2015/3/1,"Terre Haute, Indiana",Indiana,3,722,3219.333333
32439,"Vigo County, Indiana",2015,107896,2015/6/1,"Terre Haute, Indiana",Indiana,6,722,3219.333333
32440,"Vigo County, Indiana",2015,107896,2015/4/1,"Terre Haute, Indiana",Indiana,4,706,3219.333333
32441,"Vigo County, Indiana",2015,107896,2015/10/1,"Terre Haute, Indiana",Indiana,10,725,3219.333333
32442,"Vigo County, Indiana",2015,107896,2015/7/1,"Terre Haute, Indiana",Indiana,7,743,3219.333333
32443,"Vigo County, Indiana",2015,107896,2015/11/1,"Terre Haute, Indiana",Indiana,11,713,3219.333333
32444,"Vigo County, Indiana",2015,107896,2015/1/1,"Terre Haute, Indiana",Indiana,1,772,3219.333333
32445,"Vigo County, Indiana",2015,107896,2015/2/1,"Terre Haute, Indiana",Indiana,2,746,3219.333333
32446,"Vigo County, Indiana",2015,107896,2015/5/1,"Terre Haute, Indiana",Indiana,5,706,3219.333333
32447,"Vigo County, Indiana",2015,107896,2015/9/1,"Terre Haute, Indiana",Indiana,9,742,3219.333333
32448,"Vigo County, Indiana",2015,107896,2015/12/1,"Terre Haute, Indiana",Indiana,12,714,3219.333333
32449,"Vigo County, Indiana",2016,107931,2016/8/1,"Terre Haute, Indiana",Indiana,8,707,3659.166667
32450,"Vigo County, Indiana",2016,107931,2016/1/1,"Terre Haute, Indiana",Indiana,1,733,3659.166667
32451,"Vigo County, Indiana",2016,107931,2016/3/1,"Terre Haute, Indiana",Indiana,3,770,3659.166667
32452,"Vigo County, Indiana",2016,107931,2016/7/1,"Terre Haute, Indiana",Indiana,7,709,3659.166667
32453,"Vigo County, Indiana",2016,107931,2016/6/1,"Terre Haute, Indiana",Indiana,6,725,3659.166667
32454,"Vigo County, Indiana",2016,107931,2016/2/1,"Terre Haute, Indiana",Indiana,2,755,3659.166667
32455,"Vigo County, Indiana",2016,107931,2016/4/1,"Terre Haute, Indiana",Indiana,4,763,3659.166667
32456,"Vigo County, Indiana",2016,107931,2016/12/1,"Terre Haute, Indiana",Indiana,12,724,3659.166667
32457,"Vigo County, Indiana",2016,107931,2016/5/1,"Terre Haute, Indiana",Indiana,5,747,3659.166667
32458,"Vigo County, Indiana",2016,107931,2016/11/1,"Terre Haute, Indiana",Indiana,11,722,3659.166667
32459,"Vigo County, Indiana",2016,107931,2016/9/1,"Terre Haute, Indiana",Indiana,9,714,3659.166667
32460,"Vigo County, Indiana",2016,107931,2016/10/1,"Terre Haute, Indiana",Indiana,10,721,3659.166667
32461,"Volusia County, Florida",2013,500800,2013/10/1,"Daytona Beach, Florida",Florida,10,1165.15,3409.916667
32462,"Volusia County, Florida",2013,500800,2013/1/1,"Daytona Beach, Florida",Florida,1,1113.25,3409.916667
32463,"Volusia County, Florida",2013,500800,2013/8/1,"Daytona Beach, Florida",Florida,8,1152.65,3409.916667
32464,"Volusia County, Florida",2013,500800,2013/7/1,"Daytona Beach, Florida",Florida,7,1144.7,3409.916667
32465,"Volusia County, Florida",2013,500800,2013/11/1,"Daytona Beach, Florida",Florida,11,1173.5,3409.916667
32466,"Volusia County, Florida",2013,500800,2013/3/1,"Daytona Beach, Florida",Florida,3,1120.05,3409.916667
32467,"Volusia County, Florida",2013,500800,2013/4/1,"Daytona Beach, Florida",Florida,4,1124.3,3409.916667
32468,"Volusia County, Florida",2013,500800,2013/2/1,"Daytona Beach, Florida",Florida,2,1114.9,3409.916667
32469,"Volusia County, Florida",2013,500800,2013/5/1,"Daytona Beach, Florida",Florida,5,1129.7,3409.916667
32470,"Volusia County, Florida",2013,500800,2013/6/1,"Daytona Beach, Florida",Florida,6,1136.25,3409.916667
32471,"Volusia County, Florida",2013,500800,2013/9/1,"Daytona Beach, Florida",Florida,9,1160.15,3409.916667
32472,"Volusia County, Florida",2013,500800,2013/12/1,"Daytona Beach, Florida",Florida,12,1179.05,3409.916667
32473,"Volusia County, Florida",2014,507531,2014/4/1,"Daytona Beach, Florida",Florida,4,1208.75,3401.5
